hsn8,description,category,rate,aliases,source
28530099,"OTHER INORGANIC COMPOUNDS (INCLUDING DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY); LIQUID AIR (WHETHER OR NOT RARE GASES HAVE BEEN REMOVED); COMPRESSED AIR; AMALGAMS, OTHER THAN AMALGAMS OF PRECIOUS METALS: - OTHER INORGANIC COMPOUNDS (INCLUDING DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY); LIQUID AIR (WHETHER OR NOT RARE GASES HAVE BEEN REMOVED); COMPRESSED AIR; AMALGAMS, OTHER THAN AMALGAMS OF PRECIOUS METALS : AMALGAMS, OTHER THAN OF PRECIOUS METALS --- OTHER ---- OTHER",chapter_28,,,gst_official_hsn_mstr
28531000,Cyanogen chloride (Chlorcyan),chapter_28,,,gst_official_hsn_mstr
28539010,Distilled or conductivity water and water of similar purity,chapter_28,,,gst_official_hsn_mstr
28539020,"LIQUID AIR, WHETHER OR NOT RARE GASES HAVE BEEN REMOVED",chapter_28,,,gst_official_hsn_mstr
28539030,Compressed air,chapter_28,,,gst_official_hsn_mstr
28539040,"Amalgams, other than of precious metals",chapter_28,,,gst_official_hsn_mstr
28539050,"Magnesium phosphide plates, zinc phosphide",chapter_28,,,gst_official_hsn_mstr
28539090,Other,chapter_28,,,gst_official_hsn_mstr
29011000,SATURATED,chapter_29,,,gst_official_hsn_mstr
29012100,ETHYLENE,chapter_29,,,gst_official_hsn_mstr
29012200,PROPENE (PROPYLENE),chapter_29,,,gst_official_hsn_mstr
29012300,BUTENE (BUTYLENE) AND ISOMERS THEREOF,chapter_29,,,gst_official_hsn_mstr
29012400,"BUTA-1,3-DIENE AND ISOPRENE",chapter_29,,,gst_official_hsn_mstr
29012910,"ACETYLENE, WHETHER OR NOT IN DISSOLVED CONDITION",chapter_29,,,gst_official_hsn_mstr
29012920,HEPTENE (HEPTYLENE),chapter_29,,,gst_official_hsn_mstr
29012930,Dihydromyrcene,chapter_29,,,gst_official_hsn_mstr
29012940,Tetradecene,chapter_29,,,gst_official_hsn_mstr
29012990,OTHER,chapter_29,,,gst_official_hsn_mstr
29021100,CYCLOHEXANE,chapter_29,,,gst_official_hsn_mstr
29021900,"CYCLIC HYDROCARBONS - CYCLANES, CYCLENES AND CYCLOTERPENES : OTHER",chapter_29,,,gst_official_hsn_mstr
29021910,CYCLOPROPYL ACTETYLENE,chapter_29,,,gst_official_hsn_mstr
29021920,1-methyl cyclopropene,chapter_29,,,gst_official_hsn_mstr
29021990,Other,chapter_29,,,gst_official_hsn_mstr
29022000,BENZENE,chapter_29,,,gst_official_hsn_mstr
29023000,TOLUENE,chapter_29,,,gst_official_hsn_mstr
29024100,O-XYLENE,chapter_29,,,gst_official_hsn_mstr
29024200,M-XYLENE,chapter_29,,,gst_official_hsn_mstr
29024300,P-XYLENE,chapter_29,,,gst_official_hsn_mstr
29024400,MIXED XYLENE ISOMERS,chapter_29,,,gst_official_hsn_mstr
29025000,STYRENE,chapter_29,,,gst_official_hsn_mstr
29026000,ETHYLBENZENE,chapter_29,,,gst_official_hsn_mstr
29027000,CUMENE,chapter_29,,,gst_official_hsn_mstr
29029010,DIPENTENE,chapter_29,,,gst_official_hsn_mstr
29029020,DIPHENYL METHANE,chapter_29,,,gst_official_hsn_mstr
29029030,DODECYCLIC BENZENES (EXCLUDING MIXED ALKYLARENES),chapter_29,,,gst_official_hsn_mstr
29029040,"NAPTHALENE, PURE",chapter_29,,,gst_official_hsn_mstr
29029050,ISOBUTYL BENZENE,chapter_29,,,gst_official_hsn_mstr
29029060,N-propyl benzene,chapter_29,,,gst_official_hsn_mstr
29029090,OTHER,chapter_29,,,gst_official_hsn_mstr
29031110,CHLOROMETHANE (METHYL CHLORIDE),chapter_29,,,gst_official_hsn_mstr
29031120,CHLOROETHANE (ETHYL CHLORIDE),chapter_29,,,gst_official_hsn_mstr
29031200,DICHLOROMETHANE (METHYLENE CHLORIDE),chapter_29,,,gst_official_hsn_mstr
29031300,CHLOROFORM (TRICHLORO METHANE),chapter_29,,,gst_official_hsn_mstr
29031400,CARBON TETRACHLORIDE,chapter_29,,,gst_official_hsn_mstr
29031500,"ETHYLENE DICHLORIDE (ISO) (1, 2-DICHLOROETHANE)",chapter_29,,,gst_official_hsn_mstr
29031910,TETRACHLOROETHANE,chapter_29,,,gst_official_hsn_mstr
29031920,TRICHLOROETHANE,chapter_29,,,gst_official_hsn_mstr
29031921,"1,1,1-Trichloroethane (methyl chloroform)",chapter_29,,,gst_official_hsn_mstr
29031929,Other,chapter_29,,,gst_official_hsn_mstr
29031940,Ethylene dichloride and carbon tetrachloride mixture,chapter_29,,,gst_official_hsn_mstr
29031990,OTHER,chapter_29,,,gst_official_hsn_mstr
29032100,VINYL CHLORIDE (CHLOROETHYLENE),chapter_29,,,gst_official_hsn_mstr
29032200,TRICHLOROETHYLENE,chapter_29,,,gst_official_hsn_mstr
29032300,TETRACHLOROETHYLENE (PERCHLOROETHYLENE),chapter_29,,,gst_official_hsn_mstr
29032900,OTHER,chapter_29,,,gst_official_hsn_mstr
29032910,Dichloropropene and dichloropropane mixture (DD mixture),chapter_29,,,gst_official_hsn_mstr
29032990,Other,chapter_29,,,gst_official_hsn_mstr
29033010,"HALOGENATED DERIVATIVES OF HYDROCARBONS - FLUORINATED, BROMINATED OR IODINATED DERIVATIVES OF ACYCLIC HYDROCARBONS : FLUORINATED DERIVATIVES",chapter_29,,,gst_official_hsn_mstr
29033011,"1-PROPENDE, 1,1,3,3,3,-PENTAFLUORO-2(TRIFLUOROMETHYL(PFIB)",chapter_29,,,gst_official_hsn_mstr
29033019,FLUORINATED DERIVATIVES - OTHERS,chapter_29,,,gst_official_hsn_mstr
29033020,"HALOGENATED DERIVATIVES OF HYDROCARBONS - FLUORINATED, BROMINATED OR IODINATED DERIVATIVES OF ACYCLIC HYDROCARBONS : BROMINATED DERIVATIVES",chapter_29,,,gst_official_hsn_mstr
29033030,"HALOGENATED DERIVATIVES OF HYDROCARBONS - FLUORINATED, BROMINATED OR IODINATED DERIVATIVES OF ACYCLIC HYDROCARBONS : IODINATED DERIVATIVES",chapter_29,,,gst_official_hsn_mstr
29033100,"HALOGENATED DERIVATIVES OF HYDROCARBONS - FLUORINATED, BROMINATED OR IODINATED DERIVATIVES OF ACYCLIC HYDROCARBONS -- ETHYLENE DIBROMIDE (ISO) (1,2-DIBROMOETHANE)",chapter_29,,,gst_official_hsn_mstr
29033911,"HALOGENATED DERIVATIVES OF HYDROCARBONS - FLUORINATED, BROMINATED OR IODINATED DERIVATIVES OF ACYCLIC HYDROCARBONS -- OTHER --- FLUORINATED DERIVATIVES ---- 1-PROPENE, 1, 1, 3,3,3 PENTAFLUORO - 2-(TRIFLUOROMETHYL) (PFIB)",chapter_29,,,gst_official_hsn_mstr
29033919,"HALOGENATED DERIVATIVES OF HYDROCARBONS - FLUORINATED, BROMINATED OR IODINATED DERIVATIVES OF ACYCLIC HYDROCARBONS -- OTHER --- FLUORINATED DERIVATIVES ---- OTHER",chapter_29,,,gst_official_hsn_mstr
29033920,"HALOGENATED DERIVATIVES OF HYDROCARBONS - FLUORINATED, BROMINATED OR IODINATED DERIVATIVES OF ACYCLIC HYDROCARBONS -- OTHER --- FLUORINATED DERIVATIVES ---- BROMINATED DERIVATIVES",chapter_29,,,gst_official_hsn_mstr
29033930,"HALOGENATED DERIVATIVES OF HYDROCARBONS - FLUORINATED, BROMINATED OR IODINATED DERIVATIVES OF ACYCLIC HYDROCARBONS -- OTHER --- FLUORINATED DERIVATIVES ---- IODINATED DERIVATIVES",chapter_29,,,gst_official_hsn_mstr
29033990,"HALOGENATED DERIVATIVES OF HYDROCARBONS - FLUORINATED, BROMINATED OR IODINATED DERIVATIVES OF ACYCLIC HYDROCARBONS -- OTHER --- OTHER ---- OTHER",chapter_29,,,gst_official_hsn_mstr
29034100,TRIFLUOROMETHANE (HFC-23),chapter_29,,,gst_official_hsn_mstr
29034200,DIFLUOROMETHANE (HFC-32),chapter_29,,,gst_official_hsn_mstr
29034300,"FLUOROMETHANE (HFC-41), 1,2-DIFLUOROETHANE (HFC-152) AND 1,1-DIFLUOROETHANE (HFC- 152A)",chapter_29,,,gst_official_hsn_mstr
29034400,"PENTAFLUOROETHANE (HFC-125), 1,1,1 TRIFLUOROETHANE (HFC-143A) AND 1,1,2- TRIFLUOROETHANE (HFC-143)",chapter_29,,,gst_official_hsn_mstr
29034500,"1,1,1,2-TETRAFLUOROETHANE (HFC-134A) AND 1,1,2,2-TETRAFLUOROETHANE (HFC-134)",chapter_29,,,gst_official_hsn_mstr
29034600,",1,1,2,3,3,3-HEPTAFLUOROPROPANE (HFC- 227EA), 1,1,1,2,2,3-HEXAFLUOROPROPANE (HFC- 236CB), 1,1,1,2,3,3-HEXAFLUOROPROPANE (HFC- 236EA) AND 1,1,1,3,3,3-HEXAFLUOROPROPANE (HFC-236FA)",chapter_29,,,gst_official_hsn_mstr
29034700,"1,1,1,3,3-PENTAFLUOROPROPANE (HFC-245FA) AND 1,1,2,2,3-PENTAFLUOROPROPANE (HFC- 245CA)",chapter_29,,,gst_official_hsn_mstr
29034800,"1,1,1,3,3-PENTAFLUOROBUTANE (HFC-365MFC) AND 1,1,1,2,2,3,4,5,5,5-DECAFLUOROPENTANE (HFC-43-10MEE)",chapter_29,,,gst_official_hsn_mstr
29034900,OTHER,chapter_29,,,gst_official_hsn_mstr
29035100,"2,3,3,3-TETRAFLUOROPROPENE (HFO-1234YF), 1,3,3,3-TETRAFLUOROPROPENE (HFO-1234ZE) AND (Z)-1,1,1,4,4,4 -HEXAFLUORO-2-BUTENE (HFO- 1336MZZ)",chapter_29,,,gst_official_hsn_mstr
29035910,"1,1,3,3,3-PENTAFLUORO-2-(TRIFLUOROMETHYL)PROP-1-ENE[PERFLUOROISOBUTENE (PFIB)]",chapter_29,,,gst_official_hsn_mstr
29035990,OTHER,chapter_29,,,gst_official_hsn_mstr
29036100,METHYL BROMIDE (BROMOMETHANE),chapter_29,,,gst_official_hsn_mstr
29036200,"ETHYLENE DIBROMIDE (ISO) (1,2-DIBROMOETHANE)",chapter_29,,,gst_official_hsn_mstr
29036900,OTHER,chapter_29,,,gst_official_hsn_mstr
29037100,CHLORODIFLUOROMETHANE (HCFC-22),chapter_29,,,gst_official_hsn_mstr
29037200,DICHLOROTRIFLUOROETHANES (HCFC-123),chapter_29,,,gst_official_hsn_mstr
29037300,"DICHLOROFLUOROETHANES (HCFC-141, 141B)",chapter_29,,,gst_official_hsn_mstr
29037400,"CHLORODIFLUOROETHANES (HCFC-142, 142B)",chapter_29,,,gst_official_hsn_mstr
29037500,"DICHLOROPENTAFLUOROPROPANES (HCFC-225, 225CA, 225CB)",chapter_29,,,gst_official_hsn_mstr
29037610,BROMOCHLORODIFLUOROMETHANE (HALON-1211),chapter_29,,,gst_official_hsn_mstr
29037620,BROMOTRIFLUOROMETHANE (HALON-1301),chapter_29,,,gst_official_hsn_mstr
29037630,DIBROMOTETRAFLUOROETHANES (HALON-2402),chapter_29,,,gst_official_hsn_mstr
29037711,CHLOROTRIFLUOROMETHANE,chapter_29,,,gst_official_hsn_mstr
29037712,DICHLORODIFLUOROMETHANE,chapter_29,,,gst_official_hsn_mstr
29037713,TRICHLOROFLUOROMETHANE,chapter_29,,,gst_official_hsn_mstr
29037721,CHLORPENTAFLUOROETHANE,chapter_29,,,gst_official_hsn_mstr
29037722,"1,2- DICHLOROTETRAFLUOROETHANE",chapter_29,,,gst_official_hsn_mstr
29037723,TRICHLOROTRIFLUOROETHANE,chapter_29,,,gst_official_hsn_mstr
29037724,TETRACHLORODIFLUOROETHANE,chapter_29,,,gst_official_hsn_mstr
29037725,PENTACHLOROFLUOROETHANE,chapter_29,,,gst_official_hsn_mstr
29037731,CHLOROHEPTAFLUOROPROPANE,chapter_29,,,gst_official_hsn_mstr
29037732,DICHLOROHEXAFLUOROPROPANE,chapter_29,,,gst_official_hsn_mstr
29037733,TRICHLOROPENTAFLUOROPROPANE,chapter_29,,,gst_official_hsn_mstr
29037734,T ETRACHLOROTETRAFLUOROPROPANE,chapter_29,,,gst_official_hsn_mstr
29037735,PENTACHLOROTRIFLUOROPROPANE,chapter_29,,,gst_official_hsn_mstr
29037736,HEXACHLORODIFLUOROPROPANE,chapter_29,,,gst_official_hsn_mstr
29037737,HEPTACHLOROFLUOROPROPANE,chapter_29,,,gst_official_hsn_mstr
29037790,"OTHER DERIVATIVES, PERHALOGENATED ONLY WITH FLUORINE AND CHLORINE",chapter_29,,,gst_official_hsn_mstr
29037800,OTHER PERHALOGENATED DERIVATIVES,chapter_29,,,gst_official_hsn_mstr
29037900,OTHER,chapter_29,,,gst_official_hsn_mstr
29037910,Chlorotetrafluoroethanes,chapter_29,,,gst_official_hsn_mstr
29037920,"Other derivatives of methane, ethane or propane halogenated only with fluorine and chlorine",chapter_29,,,gst_official_hsn_mstr
29037930,"Derivatives of methane, ethane or propane halogenated only with fluorine and bromine",chapter_29,,,gst_official_hsn_mstr
29037990,Other,chapter_29,,,gst_official_hsn_mstr
29038100,"1,2,3,4,5,6-HEXACHLOROCYCLOHEXANE [HCH (ISO)], INCLUDING LINDANE (ISO, INN)",chapter_29,,,gst_official_hsn_mstr
29038200,"ALDRIN (ISO), CHLORDANE (ISO)",chapter_29,,,gst_official_hsn_mstr
29038300,Mirex (ISO),chapter_29,,,gst_official_hsn_mstr
29038900,OTHER,chapter_29,,,gst_official_hsn_mstr
29038910,Hexabromocyclododecanes (HBCDs),chapter_29,,,gst_official_hsn_mstr
29038990,Other,chapter_29,,,gst_official_hsn_mstr
29039110,CHLOROBENZENE (MONOCHLORO),chapter_29,,,gst_official_hsn_mstr
29039120,O - DICHLOROBENZENE (ORTHODICHLOROBENZENE),chapter_29,,,gst_official_hsn_mstr
29039130,P - DICHLOROBENZENE (PARADICHLOROBENZENE),chapter_29,,,gst_official_hsn_mstr
29039210,HEXACHLOROBENZENE (ISO),chapter_29,,,gst_official_hsn_mstr
29039221,DDT TECHNICAL 75 WDP,chapter_29,,,gst_official_hsn_mstr
29039229,OTHER,chapter_29,,,gst_official_hsn_mstr
29039300,Pentachlorobenzene (ISO),chapter_29,,,gst_official_hsn_mstr
29039400,Hexabromobiphenyls,chapter_29,,,gst_official_hsn_mstr
29039910,CHLOROFLUOROBENZENE,chapter_29,,,gst_official_hsn_mstr
29039920,BENZALCHLORIDE (BENZYL DICHLORIDE),chapter_29,,,gst_official_hsn_mstr
29039930,BENZOTRICHLORIDE,chapter_29,,,gst_official_hsn_mstr
29039940,BENZYLCHLORIDE,chapter_29,,,gst_official_hsn_mstr
29039950,PARACHLOROTOLUENE (4-CHLOROMETHYL BENZENE),chapter_29,,,gst_official_hsn_mstr
29039960,"NAPHTHALENE, CHLORINATED",chapter_29,,,gst_official_hsn_mstr
29039970,CHLOROFLUORO ANILINE,chapter_29,,,gst_official_hsn_mstr
29039990,OTHER,chapter_29,,,gst_official_hsn_mstr
29041010,BENZENE SULPHONIC ACID,chapter_29,,,gst_official_hsn_mstr
29041020,"1,5 NAPTHELENE DISULPHONIC ACID (ARMSTRONG'S ACID)",chapter_29,,,gst_official_hsn_mstr
29041030,NAPTHELENE SULPHONIC ACID,chapter_29,,,gst_official_hsn_mstr
29041040,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - DERIVATIVES CONTAINING ONLY SULPHO GROUPS, THEIR SALTS AND ETHYL ESTERS : VINYL SULPHONE",chapter_29,,,gst_official_hsn_mstr
29041090,OTHER,chapter_29,,,gst_official_hsn_mstr
29042010,NITROBENZENE,chapter_29,,,gst_official_hsn_mstr
29042020,META DINITROBENZENE,chapter_29,,,gst_official_hsn_mstr
29042030,META NITROTOLUENE,chapter_29,,,gst_official_hsn_mstr
29042040,ORTHO NITROTOLUENE,chapter_29,,,gst_official_hsn_mstr
29042050,PARA NITROTOLUENE,chapter_29,,,gst_official_hsn_mstr
29042060,DINITROTOLUENE,chapter_29,,,gst_official_hsn_mstr
29042090,OTHER,chapter_29,,,gst_official_hsn_mstr
29043100,Perfluorooctane sulphonic acid,chapter_29,,,gst_official_hsn_mstr
29043200,Ammonium perfluorooctane sulphonate,chapter_29,,,gst_official_hsn_mstr
29043300,Lithium perfluorooctane sulphonate,chapter_29,,,gst_official_hsn_mstr
29043400,POTASSIUM PERFLUOROOCTANE SULPHONATE,chapter_29,,,gst_official_hsn_mstr
29043500,Other salts of perfluorooctane sulphonic acid,chapter_29,,,gst_official_hsn_mstr
29043600,Perfluorooctane sulphonyl fluoride,chapter_29,,,gst_official_hsn_mstr
29049010,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - OTHER : 2,5 DICHLORO NITROBENZENE",chapter_29,,,gst_official_hsn_mstr
29049020,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - OTHER : DINITROCHLOROBENZENE",chapter_29,,,gst_official_hsn_mstr
29049030,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - OTHER : META NITROCHLOROBENZENE",chapter_29,,,gst_official_hsn_mstr
29049040,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - OTHER : ORTHO NITROCHLOROBENZENE",chapter_29,,,gst_official_hsn_mstr
29049050,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - OTHER : PARA NITROCHLOROBENZENE",chapter_29,,,gst_official_hsn_mstr
29049060,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - OTHER : 2-NITROCHLOROTOLUENE",chapter_29,,,gst_official_hsn_mstr
29049070,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - OTHER : SODIUM META NITROBENZENE SULPHONATE",chapter_29,,,gst_official_hsn_mstr
29049080,CHLOROPICRIN(TRICHLORONITRO-METHANE),chapter_29,,,gst_official_hsn_mstr
29049090,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED - OTHER : OTHER",chapter_29,,,gst_official_hsn_mstr
29049100,Trichloronitromethane (chloropicrin),chapter_29,,,gst_official_hsn_mstr
29049910,"2, 5 dichloronitrobenzene",chapter_29,,,gst_official_hsn_mstr
29049920,Dinitrochlorebenzene,chapter_29,,,gst_official_hsn_mstr
29049930,Meta nitrochlorobenzene,chapter_29,,,gst_official_hsn_mstr
29049940,Ortho nitrochlorobenzene,chapter_29,,,gst_official_hsn_mstr
29049950,Para nitrochlorobenzene,chapter_29,,,gst_official_hsn_mstr
29049960,2-nitrochlorotoluene,chapter_29,,,gst_official_hsn_mstr
29049970,Sodium meta nitrochlorobenzene sulphonate,chapter_29,,,gst_official_hsn_mstr
29049990,Other,chapter_29,,,gst_official_hsn_mstr
29051100,METHANOL (METHYL ALCOHOL),chapter_29,,,gst_official_hsn_mstr
29051210,PROPYL ALCOHOL,chapter_29,,,gst_official_hsn_mstr
29051220,ISOPROPYL ALCOHOL,chapter_29,,,gst_official_hsn_mstr
29051300,BUTAN-1-OL (N-BUTYL ALCOHOL),chapter_29,,,gst_official_hsn_mstr
29051410,"ETHAMBUTOL, ETHAMBUTOL HCL",chapter_29,,,gst_official_hsn_mstr
29051420,SALBUTAMOL SULPHATE,chapter_29,,,gst_official_hsn_mstr
29051430,AMINO BUTANOL,chapter_29,,,gst_official_hsn_mstr
29051490,OTHER,chapter_29,,,gst_official_hsn_mstr
29051500,"ACYCLIC ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - SATURATED MONOHYDRIC ALCOHOLS : PENTANOL (AMYL ALCOHOL) AND ISOMERS THEREOF",chapter_29,,,gst_official_hsn_mstr
29051610,DIMETHYL OCTANOL,chapter_29,,,gst_official_hsn_mstr
29051620,2-ETHYL HEXANOL,chapter_29,,,gst_official_hsn_mstr
29051690,OTHER,chapter_29,,,gst_official_hsn_mstr
29051700,"DODECAN-1-OL (LAURYL ALCOHOL),HEXADECAN-1-OL (CETYL ALCOHOL) AND OCTADECAN-1-OL (STEARYL ALCOHOL)",chapter_29,,,gst_official_hsn_mstr
29051900,"ACYCLIC ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - SATURATED MONOHYDRIC ALCOHOLS : OTHER",chapter_29,,,gst_official_hsn_mstr
29051910,"3,3-Dimethylbutan-2-ol (pinacolyl alcohol)",chapter_29,,,gst_official_hsn_mstr
29051920,Triacontanol,chapter_29,,,gst_official_hsn_mstr
29051990,OTHER,chapter_29,,,gst_official_hsn_mstr
29052210,CITRANELLOL,chapter_29,,,gst_official_hsn_mstr
29052220,GERANIOL,chapter_29,,,gst_official_hsn_mstr
29052230,LINALOOL,chapter_29,,,gst_official_hsn_mstr
29052240,RHODINOL,chapter_29,,,gst_official_hsn_mstr
29052250,Dihydromyrcenol,chapter_29,,,gst_official_hsn_mstr
29052290,OTHER,chapter_29,,,gst_official_hsn_mstr
29052900,OTHER,chapter_29,,,gst_official_hsn_mstr
29053100,ETHYLENE GLYCOL (ETHANEDIOL),chapter_29,,,gst_official_hsn_mstr
29053200,"PROPYLENE GLYCOL (PROPANE-1,2-DIOL)",chapter_29,,,gst_official_hsn_mstr
29053910,"1,4/1,3/2,3-BUTYLENE GLYCOL",chapter_29,,,gst_official_hsn_mstr
29053920,Hexylene glycol,chapter_29,,,gst_official_hsn_mstr
29053990,OTHER,chapter_29,,,gst_official_hsn_mstr
29054100,"2-ETHYL-2-(HYDROXYMETHYL) PROPANE-1,3-DIOL (TRIMETHYLOLROPANE)",chapter_29,,,gst_official_hsn_mstr
29054210,DIPENTAERYTHRITOL,chapter_29,,,gst_official_hsn_mstr
29054290,OTHER,chapter_29,,,gst_official_hsn_mstr
29054300,MANNITOL,chapter_29,,,gst_official_hsn_mstr
29054400,D-GLUCITOL (SORBITOL),chapter_29,,,gst_official_hsn_mstr
29054500,GLYCEROL,chapter_29,,,gst_official_hsn_mstr
29054900,OTHER,chapter_29,,,gst_official_hsn_mstr
29055100,ETHCHLORVYNOL (INN),chapter_29,,,gst_official_hsn_mstr
29055900,OTHER,chapter_29,,,gst_official_hsn_mstr
29061100,MENTHOL,chapter_29,,,gst_official_hsn_mstr
29061200,"CYCLOHEXANOL, METHYLCYCLOHEXANOLS AND DIMETHYLCYCLOHEXANOLS",chapter_29,,,gst_official_hsn_mstr
29061310,CHOLESTEROL,chapter_29,,,gst_official_hsn_mstr
29061390,OTHER,chapter_29,,,gst_official_hsn_mstr
29061400,"CYCLIC ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - CYCLANIC, CYCLENIC OR CYCLOTERPENIC : TERPINEOLS",chapter_29,,,gst_official_hsn_mstr
29061910,BORNEOL,chapter_29,,,gst_official_hsn_mstr
29061990,OTHER,chapter_29,,,gst_official_hsn_mstr
29062100,BENZYL ALCOHOL,chapter_29,,,gst_official_hsn_mstr
29062910,CINNAMIC ALCOHOL,chapter_29,,,gst_official_hsn_mstr
29062920,PHENYLETHYL ALCOHOL,chapter_29,,,gst_official_hsn_mstr
29062930,Dicofol,chapter_29,,,gst_official_hsn_mstr
29062990,OTHER,chapter_29,,,gst_official_hsn_mstr
29071110,"PHENOL, AS PURE CARBOLIC ACID",chapter_29,,,gst_official_hsn_mstr
29071190,OTHER,chapter_29,,,gst_official_hsn_mstr
29071210,PARA CRESOLS (P-CRESOLS),chapter_29,,,gst_official_hsn_mstr
29071220,CRESYLIC ACID,chapter_29,,,gst_official_hsn_mstr
29071290,OTHER,chapter_29,,,gst_official_hsn_mstr
29071300,"OCTYLPHENOL, NONYLPHENOL AND THEIR ISOMERS, SALTS THEREOF",chapter_29,,,gst_official_hsn_mstr
29071400,PHENOLS; PHENOL-ALCOHOLS - MONOPHENOLS : XYLENOLS AND THEIR SALTS,chapter_29,,,gst_official_hsn_mstr
29071510,ALPHA NAPHTHOLS,chapter_29,,,gst_official_hsn_mstr
29071520,BETA NAPHTHOLS,chapter_29,,,gst_official_hsn_mstr
29071590,OTHER,chapter_29,,,gst_official_hsn_mstr
29071910,O-PHENYL PHENOLS,chapter_29,,,gst_official_hsn_mstr
29071920,P-PHENYL PHENOLS,chapter_29,,,gst_official_hsn_mstr
29071930,THYMOL,chapter_29,,,gst_official_hsn_mstr
29071940,PARA TERTIARY BUTYL PHENOL,chapter_29,,,gst_official_hsn_mstr
29071950,ALKYL PHENOLS,chapter_29,,,gst_official_hsn_mstr
29071990,OTHER,chapter_29,,,gst_official_hsn_mstr
29072100,RESORCINOL AND ITS SALTS,chapter_29,,,gst_official_hsn_mstr
29072200,HYDROQUINONE (QUINOL) AND ITS SALTS,chapter_29,,,gst_official_hsn_mstr
29072300,"4,4 -ISOPROPYLIDENEDIPHENOL (BIS-PHENOL A, DIPHENYLOLPROPANE) AND ITS SALTS",chapter_29,,,gst_official_hsn_mstr
29072910,"1,5- DIHYDROXY NAPHTHALENE",chapter_29,,,gst_official_hsn_mstr
29072920,Tris (p-hydroxy phenyl) ethane,chapter_29,,,gst_official_hsn_mstr
29072930,Tertiary butyl hydroquinone,chapter_29,,,gst_official_hsn_mstr
29072940,"Acequinocyl, metamifop",chapter_29,,,gst_official_hsn_mstr
29072990,OTHER,chapter_29,,,gst_official_hsn_mstr
29081000,"HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF PHENOLS OR PHENOL-ALCOHOLS - DERIVATIVES CONTAINING ONLY HALOGEN SUBSTITUENTS AND THEIR SALTS",chapter_29,,,gst_official_hsn_mstr
29081100,PENTACHLOROPHENOL (ISO),chapter_29,,,gst_official_hsn_mstr
29081900,OTHER,chapter_29,,,gst_official_hsn_mstr
29082010,"HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF PHENOLS OR PHENOL-ALCOHOLS - DERIVATIVES CONTAINING ONLY SULPHO GROUPS, THEIR SALTS AND ESTERS : PHENOL SULPHONIC ACIDS",chapter_29,,,gst_official_hsn_mstr
29082021,"HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF PHENOLS OR PHENOL-ALCOHOLS - DERIVATIVES CONTAINING ONLY SULPHO GROUPS, THEIR SALTS AND ESTERS : NAPHTHOL SULPHONIC ACIDS : G ACIDS (2-NAPHTHOL-6,8-DISULPHONIC ACID)",chapter_29,,,gst_official_hsn_mstr
29082022,"HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF PHENOLS OR PHENOL-ALCOHOLS - DERIVATIVES CONTAINING ONLY SULPHO GROUPS, THEIR SALTS AND ESTERS : NAPHTHOL SULPHONIC ACIDS : SALTS OF G ACID",chapter_29,,,gst_official_hsn_mstr
29082023,"HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF PHENOLS OR PHENOL-ALCOHOLS - DERIVATIVES CONTAINING ONLY SULPHO GROUPS, THEIR SALTS AND ESTERS : NAPHTHOL SULPHONIC ACIDS : BETA NAPHTHOL SULPHONIC ACIDS",chapter_29,,,gst_official_hsn_mstr
